,datetime,Spot_Price_Prediction,power,dispatch,revenue,capacity,closing,decision1,decision2
86,2021-07-02 19:00:00,122.2,0.0,0.0,0.0,0.0,0.0,1,1
87,2021-07-02 19:30:00,94.02,0.0,0.0,0.0,0.0,0.0,0,0
88,2021-07-02 20:00:00,96.19,0.0,0.0,0.0,0.0,0.0,0,0
89,2021-07-02 20:30:00,101.13,0.0,0.0,0.0,0.0,0.0,1,1
90,2021-07-02 21:00:00,106.99,0.0,0.0,0.0,0.0,0.0,1,1
91,2021-07-02 21:30:00,90.29,0.0,0.0,0.0,0.0,0.0,0,0
92,2021-07-02 22:00:00,82.36,-300.0,-150.0,-12466.0,0.0,135.0,-1,-1
93,2021-07-02 22:30:00,88.51,0.0,0.0,0.0,135.0,135.0,0,0
94,2021-07-02 23:00:00,91.1,0.0,0.0,0.0,135.0,135.0,0,0
95,2021-07-02 23:30:00,104.51,270.0,121.5,12584.0,135.0,0.0,1,1
96,2021-07-03 00:00:00,99.6,0.0,0.0,0.0,0.0,0.0,1,1
97,2021-07-03 00:30:00,87.95,0.0,0.0,0.0,0.0,0.0,1,1
98,2021-07-03 01:00:00,92.91,0.0,0.0,0.0,0.0,0.0,1,1
99,2021-07-03 01:30:00,99.09,0.0,0.0,0.0,0.0,0.0,1,1
100,2021-07-03 02:00:00,89.34,0.0,0.0,0.0,0.0,0.0,1,1
101,2021-07-03 02:30:00,80.14,0.0,0.0,0.0,0.0,0.0,1,1
102,2021-07-03 03:00:00,71.82,0.0,0.0,0.0,0.0,0.0,1,1
103,2021-07-03 03:30:00,71.68,0.0,0.0,0.0,0.0,0.0,1,1
104,2021-07-03 04:00:00,74.85,0.0,0.0,0.0,0.0,0.0,1,1
105,2021-07-03 04:30:00,81.38,0.0,0.0,0.0,0.0,0.0,1,1
106,2021-07-03 05:00:00,68.14,0.0,0.0,0.0,0.0,0.0,0,0
107,2021-07-03 05:30:00,71.44,0.0,0.0,0.0,0.0,0.0,1,1
108,2021-07-03 06:00:00,68.52,0.0,0.0,0.0,0.0,0.0,0,0
109,2021-07-03 06:30:00,69.19,0.0,0.0,0.0,0.0,0.0,0,0
110,2021-07-03 07:00:00,62.46,0.0,0.0,0.0,0.0,0.0,0,0
111,2021-07-03 07:30:00,61.78,-300.0,-150.0,-9351.0,0.0,135.0,-1,-1
112,2021-07-03 08:00:00,55.96,-300.0,-150.0,-8470.0,135.0,270.0,-1,-1
113,2021-07-03 08:30:00,52.05,-300.0,-150.0,-7878.0,270.0,405.0,-1,-1
114,2021-07-03 09:00:00,60.53,-300.0,-150.0,-9162.0,405.0,540.0,-1,-1
115,2021-07-03 09:30:00,68.89,-88.88888888888889,-44.44444444444444,-3090.0,540.0,580.0,-1,-1
116,2021-07-03 10:00:00,73.74,-0.0,-0.0,0.0,580.0,580.0,-1,-1
117,2021-07-03 10:30:00,72.91,-0.0,-0.0,0.0,580.0,580.0,-1,-1
118,2021-07-03 11:00:00,75.4,-0.0,-0.0,0.0,580.0,580.0,-1,-1
119,2021-07-03 11:30:00,85.6,-0.0,-0.0,0.0,580.0,580.0,-1,-1
120,2021-07-03 12:00:00,83.47,-0.0,-0.0,0.0,580.0,580.0,-1,-1
121,2021-07-03 12:30:00,75.76,-0.0,-0.0,0.0,580.0,580.0,-1,-1
122,2021-07-03 13:00:00,74.59,-0.0,-0.0,0.0,580.0,580.0,-1,-1
123,2021-07-03 13:30:00,99.25,-0.0,-0.0,0.0,580.0,580.0,-1,-1
124,2021-07-03 14:00:00,102.95,-0.0,-0.0,0.0,580.0,580.0,-1,-1
125,2021-07-03 14:30:00,101.13,-0.0,-0.0,0.0,580.0,580.0,-1,-1
126,2021-07-03 15:00:00,97.85,-0.0,-0.0,0.0,580.0,580.0,-1,-1
127,2021-07-03 15:30:00,105.3,0.0,0.0,0.0,580.0,580.0,0,0
128,2021-07-03 16:00:00,101.95,-0.0,-0.0,0.0,580.0,580.0,-1,-1
129,2021-07-03 16:30:00,107.98,0.0,0.0,0.0,580.0,580.0,0,0
130,2021-07-03 17:00:00,123.55,300.0,135.0,16529.0,580.0,430.0,1,1
131,2021-07-03 17:30:00,122.17,300.0,135.0,16345.0,430.0,280.0,1,1
132,2021-07-03 18:00:00,130.07,300.0,135.0,17401.0,280.0,130.0,1,1
133,2021-07-03 18:30:00,120.73,260.0,117.0,13998.0,130.0,0.0,1,1
134,2021-07-03 19:00:00,115.98,0.0,0.0,0.0,0.0,0.0,1,1
135,2021-07-03 19:30:00,97.07,0.0,0.0,0.0,0.0,0.0,1,1
136,2021-07-03 20:00:00,95.36,0.0,0.0,0.0,0.0,0.0,1,1
137,2021-07-03 20:30:00,97.95,0.0,0.0,0.0,0.0,0.0,1,1
138,2021-07-03 21:00:00,103.74,0.0,0.0,0.0,0.0,0.0,1,1
139,2021-07-03 21:30:00,84.32,0.0,0.0,0.0,0.0,0.0,1,1
140,2021-07-03 22:00:00,77.64,-300.0,-150.0,-11752.0,0.0,135.0,-1,-1
141,2021-07-03 22:30:00,77.79,0.0,0.0,0.0,135.0,135.0,0,0
142,2021-07-03 23:00:00,72.63,-300.0,-150.0,-10993.0,135.0,270.0,-1,-1
143,2021-07-03 23:30:00,82.7,0.0,0.0,0.0,270.0,270.0,0,0
144,2021-07-04 00:00:00,88.64,300.0,135.0,11859.0,270.0,120.0,1,1
145,2021-07-04 00:30:00,78.33,-300.0,-150.0,-11856.0,120.0,255.0,-1,-1
146,2021-07-04 01:00:00,82.04,0.0,0.0,0.0,255.0,255.0,0,0
147,2021-07-04 01:30:00,81.06,-300.0,-150.0,-12269.0,255.0,390.0,-1,-1
148,2021-07-04 02:00:00,83.12,0.0,0.0,0.0,390.0,390.0,0,0
149,2021-07-04 02:30:00,79.62,-300.0,-150.0,-12051.0,390.0,525.0,-1,-1
150,2021-07-04 03:00:00,70.5,-122.22222222222221,-61.11111111111111,-4347.0,525.0,580.0,-1,-1
151,2021-07-04 03:30:00,73.99,-0.0,-0.0,0.0,580.0,580.0,-1,-1
152,2021-07-04 04:00:00,82.15,0.0,0.0,0.0,580.0,580.0,0,0
153,2021-07-04 04:30:00,85.71,0.0,0.0,0.0,580.0,580.0,0,0
154,2021-07-04 05:00:00,85.26,0.0,0.0,0.0,580.0,580.0,0,0
155,2021-07-04 05:30:00,92.71,300.0,135.0,12403.0,580.0,430.0,1,1
156,2021-07-04 06:00:00,90.45,300.0,135.0,12101.0,430.0,280.0,1,1
157,2021-07-04 06:30:00,87.83,300.0,135.0,11750.0,280.0,130.0,1,1
158,2021-07-04 07:00:00,90.43,260.0,117.0,10485.0,130.0,0.0,1,1
159,2021-07-04 07:30:00,71.83,0.0,0.0,0.0,0.0,0.0,0,0
160,2021-07-04 08:00:00,70.72,0.0,0.0,0.0,0.0,0.0,0,0
161,2021-07-04 08:30:00,75.2,0.0,0.0,0.0,0.0,0.0,1,1
162,2021-07-04 09:00:00,74.54,0.0,0.0,0.0,0.0,0.0,1,1
163,2021-07-04 09:30:00,74.24,0.0,0.0,0.0,0.0,0.0,1,1
164,2021-07-04 10:00:00,78.72,0.0,0.0,0.0,0.0,0.0,1,1
165,2021-07-04 10:30:00,68.4,0.0,0.0,0.0,0.0,0.0,0,0
166,2021-07-04 11:00:00,63.95,-300.0,-150.0,-9680.0,0.0,135.0,-1,-1
167,2021-07-04 11:30:00,69.87,0.0,0.0,0.0,135.0,135.0,0,0
168,2021-07-04 12:00:00,72.78,0.0,0.0,0.0,135.0,135.0,0,0
169,2021-07-04 12:30:00,61.08,-300.0,-150.0,-9245.0,135.0,270.0,-1,-1
170,2021-07-04 13:00:00,68.4,-300.0,-150.0,-10353.0,270.0,405.0,-1,-1
171,2021-07-04 13:30:00,75.53,-300.0,-150.0,-11432.0,405.0,540.0,-1,-1
172,2021-07-04 14:00:00,72.25,-88.88888888888889,-44.44444444444444,-3240.0,540.0,580.0,-1,-1
173,2021-07-04 14:30:00,63.84,-0.0,-0.0,0.0,580.0,580.0,-1,-1
174,2021-07-04 15:00:00,69.43,-0.0,-0.0,0.0,580.0,580.0,-1,-1
175,2021-07-04 15:30:00,91.51,-0.0,-0.0,0.0,580.0,580.0,-1,-1
176,2021-07-04 16:00:00,100.69,0.0,0.0,0.0,580.0,580.0,0,0
177,2021-07-04 16:30:00,105.03,300.0,135.0,14051.0,580.0,430.0,1,1
178,2021-07-04 17:00:00,109.64,300.0,135.0,14668.0,430.0,280.0,1,1
179,2021-07-04 17:30:00,104.29,300.0,135.0,13952.0,280.0,130.0,1,1
180,2021-07-04 18:00:00,108.11,260.0,117.0,12535.0,130.0,0.0,1,1
181,2021-07-04 18:30:00,101.04,0.0,0.0,0.0,0.0,0.0,1,1
182,2021-07-04 19:00:00,94.63,0.0,0.0,0.0,0.0,0.0,0,0
183,2021-07-04 19:30:00,84.38,-300.0,-150.0,-12772.0,0.0,135.0,-1,-1
184,2021-07-04 20:00:00,90.48,0.0,0.0,0.0,135.0,135.0,0,0
185,2021-07-04 20:30:00,98.4,0.0,0.0,0.0,135.0,135.0,0,0
186,2021-07-04 21:00:00,88.88,0.0,0.0,0.0,135.0,135.0,0,0
187,2021-07-04 21:30:00,82.83,-300.0,-150.0,-12537.0,135.0,270.0,-1,-1
188,2021-07-04 22:00:00,75.12,-300.0,-150.0,-11370.0,270.0,405.0,-1,-1
189,2021-07-04 22:30:00,77.87,-300.0,-150.0,-11787.0,405.0,540.0,-1,-1
190,2021-07-04 23:00:00,86.61,-88.88888888888889,-44.44444444444444,-3884.0,540.0,580.0,-1,-1
191,2021-07-04 23:30:00,113.88,0.0,0.0,0.0,580.0,580.0,0,0
192,2021-07-05 00:00:00,126.88,300.0,135.0,16975.0,580.0,430.0,1,1
193,2021-07-05 00:30:00,122.41,300.0,135.0,16377.0,430.0,280.0,1,1
194,2021-07-05 01:00:00,113.25,300.0,135.0,15151.0,280.0,130.0,1,1
195,2021-07-05 01:30:00,105.73,0.0,0.0,0.0,130.0,130.0,0,0
196,2021-07-05 02:00:00,97.38,0.0,0.0,0.0,130.0,130.0,0,0
197,2021-07-05 02:30:00,96.98,0.0,0.0,0.0,130.0,130.0,0,0
198,2021-07-05 03:00:00,92.54,-300.0,-150.0,-14007.0,130.0,265.0,-1,-1
199,2021-07-05 03:30:00,97.07,0.0,0.0,0.0,265.0,265.0,0,0
200,2021-07-05 04:00:00,103.56,0.0,0.0,0.0,265.0,265.0,0,0
201,2021-07-05 04:30:00,116.37,300.0,135.0,15569.0,265.0,115.0,1,1
202,2021-07-05 05:00:00,116.26,230.0,103.5,11925.0,115.0,0.0,1,1
203,2021-07-05 05:30:00,111.6,0.0,0.0,0.0,0.0,0.0,1,1
204,2021-07-05 06:00:00,96.69,0.0,0.0,0.0,0.0,0.0,1,1
205,2021-07-05 06:30:00,97.51,0.0,0.0,0.0,0.0,0.0,1,1
206,2021-07-05 07:00:00,86.32,0.0,0.0,0.0,0.0,0.0,1,1
207,2021-07-05 07:30:00,68.17,0.0,0.0,0.0,0.0,0.0,1,1
208,2021-07-05 08:00:00,69.42,0.0,0.0,0.0,0.0,0.0,1,1
209,2021-07-05 08:30:00,80.2,0.0,0.0,0.0,0.0,0.0,1,1
210,2021-07-05 09:00:00,67.93,0.0,0.0,0.0,0.0,0.0,1,1
211,2021-07-05 09:30:00,65.19,0.0,0.0,0.0,0.0,0.0,1,1
212,2021-07-05 10:00:00,59.91,0.0,0.0,0.0,0.0,0.0,1,1
213,2021-07-05 10:30:00,43.83,-300.0,-150.0,-6634.0,0.0,135.0,-1,-1
214,2021-07-05 11:00:00,42.63,-300.0,-150.0,-6453.0,135.0,270.0,-1,-1
215,2021-07-05 11:30:00,51.21,0.0,0.0,0.0,270.0,270.0,0,0
216,2021-07-05 12:00:00,53.7,0.0,0.0,0.0,270.0,270.0,0,0
217,2021-07-05 12:30:00,49.87,-300.0,-150.0,-7548.0,270.0,405.0,-1,-1
218,2021-07-05 13:00:00,50.25,-300.0,-150.0,-7606.0,405.0,540.0,-1,-1
219,2021-07-05 13:30:00,50.94,-88.88888888888889,-44.44444444444444,-2285.0,540.0,580.0,-1,-1
220,2021-07-05 14:00:00,50.46,-0.0,-0.0,0.0,580.0,580.0,-1,-1
221,2021-07-05 14:30:00,56.77,-0.0,-0.0,0.0,580.0,580.0,-1,-1
222,2021-07-05 15:00:00,67.92,-0.0,-0.0,0.0,580.0,580.0,-1,-1
223,2021-07-05 15:30:00,89.86,-0.0,-0.0,0.0,580.0,580.0,-1,-1
224,2021-07-05 16:00:00,103.61,0.0,0.0,0.0,580.0,580.0,0,0
225,2021-07-05 16:30:00,108.61,0.0,0.0,0.0,580.0,580.0,0,0
226,2021-07-05 17:00:00,118.88,300.0,135.0,15904.0,580.0,430.0,1,1
227,2021-07-05 17:30:00,109.32,300.0,135.0,14625.0,430.0,280.0,1,1
228,2021-07-05 18:00:00,112.13,300.0,135.0,15001.0,280.0,130.0,1,1
229,2021-07-05 18:30:00,112.35,260.0,117.0,13027.0,130.0,0.0,1,1
230,2021-07-05 19:00:00,111.1,0.0,0.0,0.0,0.0,0.0,1,1
231,2021-07-05 19:30:00,94.03,0.0,0.0,0.0,0.0,0.0,0,0
232,2021-07-05 20:00:00,94.2,0.0,0.0,0.0,0.0,0.0,0,0
233,2021-07-05 20:30:00,95.42,0.0,0.0,0.0,0.0,0.0,1,1
234,2021-07-05 21:00:00,94.28,0.0,0.0,0.0,0.0,0.0,1,1
235,2021-07-05 21:30:00,84.34,0.0,0.0,0.0,0.0,0.0,0,0
236,2021-07-05 22:00:00,81.13,-300.0,-150.0,-12280.0,0.0,135.0,-1,-1
237,2021-07-05 22:30:00,80.62,-300.0,-150.0,-12203.0,135.0,270.0,-1,-1
238,2021-07-05 23:00:00,82.92,0.0,0.0,0.0,270.0,270.0,0,0
239,2021-07-05 23:30:00,97.34,300.0,135.0,13023.0,270.0,120.0,1,1
240,2021-07-06 00:00:00,104.14,240.0,108.0,11146.0,120.0,0.0,1,1
241,2021-07-06 00:30:00,89.83,0.0,0.0,0.0,0.0,0.0,1,1
242,2021-07-06 01:00:00,83.61,0.0,0.0,0.0,0.0,0.0,0,0
243,2021-07-06 01:30:00,82.56,-300.0,-150.0,-12496.0,0.0,135.0,-1,-1
244,2021-07-06 02:00:00,81.37,-300.0,-150.0,-12316.0,135.0,270.0,-1,-1
245,2021-07-06 02:30:00,76.23,-300.0,-150.0,-11538.0,270.0,405.0,-1,-1
246,2021-07-06 03:00:00,78.85,-300.0,-150.0,-11935.0,405.0,540.0,-1,-1
247,2021-07-06 03:30:00,83.53,-88.88888888888889,-44.44444444444444,-3746.0,540.0,580.0,-1,-1
248,2021-07-06 04:00:00,86.08,0.0,0.0,0.0,580.0,580.0,0,0
249,2021-07-06 04:30:00,90.34,0.0,0.0,0.0,580.0,580.0,0,0
250,2021-07-06 05:00:00,92.37,0.0,0.0,0.0,580.0,580.0,0,0
251,2021-07-06 05:30:00,95.49,300.0,135.0,12775.0,580.0,430.0,1,1
252,2021-07-06 06:00:00,94.52,300.0,135.0,12645.0,430.0,280.0,1,1
253,2021-07-06 06:30:00,97.11,300.0,135.0,12992.0,280.0,130.0,1,1
254,2021-07-06 07:00:00,95.14,260.0,117.0,11031.0,130.0,0.0,1,1
255,2021-07-06 07:30:00,84.32,0.0,0.0,0.0,0.0,0.0,1,1
256,2021-07-06 08:00:00,81.65,0.0,0.0,0.0,0.0,0.0,1,1
257,2021-07-06 08:30:00,80.72,0.0,0.0,0.0,0.0,0.0,1,1
258,2021-07-06 09:00:00,73.89,0.0,0.0,0.0,0.0,0.0,1,1
259,2021-07-06 09:30:00,73.53,0.0,0.0,0.0,0.0,0.0,1,1
260,2021-07-06 10:00:00,74.54,0.0,0.0,0.0,0.0,0.0,1,1
261,2021-07-06 10:30:00,67.06,0.0,0.0,0.0,0.0,0.0,0,0
262,2021-07-06 11:00:00,67.16,0.0,0.0,0.0,0.0,0.0,0,0
263,2021-07-06 11:30:00,67.35,0.0,0.0,0.0,0.0,0.0,0,0
264,2021-07-06 12:00:00,62.02,-300.0,-150.0,-9387.0,0.0,135.0,-1,-1
265,2021-07-06 12:30:00,57.76,-300.0,-150.0,-8743.0,135.0,270.0,-1,-1
266,2021-07-06 13:00:00,55.76,-300.0,-150.0,-8440.0,270.0,405.0,-1,-1
267,2021-07-06 13:30:00,57.68,-300.0,-150.0,-8731.0,405.0,540.0,-1,-1
268,2021-07-06 14:00:00,64.64,-88.88888888888889,-44.44444444444444,-2899.0,540.0,580.0,-1,-1
269,2021-07-06 14:30:00,67.29,-0.0,-0.0,0.0,580.0,580.0,-1,-1
270,2021-07-06 15:00:00,73.57,-0.0,-0.0,0.0,580.0,580.0,-1,-1
271,2021-07-06 15:30:00,87.5,-0.0,-0.0,0.0,580.0,580.0,-1,-1
272,2021-07-06 16:00:00,96.75,-0.0,-0.0,0.0,580.0,580.0,-1,-1
273,2021-07-06 16:30:00,102.29,0.0,0.0,0.0,580.0,580.0,0,0
274,2021-07-06 17:00:00,114.17,300.0,135.0,15274.0,580.0,430.0,1,1
275,2021-07-06 17:30:00,107.43,300.0,135.0,14373.0,430.0,280.0,1,1
276,2021-07-06 18:00:00,110.03,300.0,135.0,14720.0,280.0,130.0,1,1
277,2021-07-06 18:30:00,108.68,260.0,117.0,12601.0,130.0,0.0,1,1
278,2021-07-06 19:00:00,108.58,0.0,0.0,0.0,0.0,0.0,1,1
279,2021-07-06 19:30:00,93.32,0.0,0.0,0.0,0.0,0.0,0,0
280,2021-07-06 20:00:00,97.01,0.0,0.0,0.0,0.0,0.0,0,0
281,2021-07-06 20:30:00,98.62,0.0,0.0,0.0,0.0,0.0,1,1
282,2021-07-06 21:00:00,94.35,0.0,0.0,0.0,0.0,0.0,1,1
283,2021-07-06 21:30:00,84.18,-300.0,-150.0,-12742.0,0.0,135.0,-1,-1
284,2021-07-06 22:00:00,85.75,0.0,0.0,0.0,135.0,135.0,0,0
285,2021-07-06 22:30:00,87.75,0.0,0.0,0.0,135.0,135.0,0,0
286,2021-07-06 23:00:00,86.28,0.0,0.0,0.0,135.0,135.0,0,0
287,2021-07-06 23:30:00,99.24,270.0,121.5,11949.0,135.0,0.0,1,1
288,2021-07-07 00:00:00,104.05,0.0,0.0,0.0,0.0,0.0,1,1
289,2021-07-07 00:30:00,88.73,0.0,0.0,0.0,0.0,0.0,1,1
290,2021-07-07 01:00:00,85.09,0.0,0.0,0.0,0.0,0.0,0,0
291,2021-07-07 01:30:00,85.41,0.0,0.0,0.0,0.0,0.0,0,0
292,2021-07-07 02:00:00,82.39,-300.0,-150.0,-12471.0,0.0,135.0,-1,-1
293,2021-07-07 02:30:00,78.01,-300.0,-150.0,-11808.0,135.0,270.0,-1,-1
294,2021-07-07 03:00:00,79.22,-300.0,-150.0,-11991.0,270.0,405.0,-1,-1
295,2021-07-07 03:30:00,81.24,-300.0,-150.0,-12297.0,405.0,540.0,-1,-1
296,2021-07-07 04:00:00,84.38,0.0,0.0,0.0,540.0,540.0,0,0
297,2021-07-07 04:30:00,87.79,0.0,0.0,0.0,540.0,540.0,0,0
298,2021-07-07 05:00:00,89.01,0.0,0.0,0.0,540.0,540.0,0,0
299,2021-07-07 05:30:00,92.16,300.0,135.0,12330.0,540.0,390.0,1,1
300,2021-07-07 06:00:00,90.12,300.0,135.0,12057.0,390.0,240.0,1,1
301,2021-07-07 06:30:00,91.76,300.0,135.0,12276.0,240.0,90.0,1,1
302,2021-07-07 07:00:00,91.87,180.0,81.0,7374.0,90.0,0.0,1,1
303,2021-07-07 07:30:00,82.47,0.0,0.0,0.0,0.0,0.0,1,1
304,2021-07-07 08:00:00,78.83,0.0,0.0,0.0,0.0,0.0,1,1
305,2021-07-07 08:30:00,77.81,0.0,0.0,0.0,0.0,0.0,1,1
306,2021-07-07 09:00:00,72.57,0.0,0.0,0.0,0.0,0.0,1,1
